probe_set	wt_a	wt_b	wt_c	ko_a	ko_b	ko_c	fold_change
Pp1s367_7V6	70	31	87	46	42	49	-1,37
Pp1s367_8V6	15393	17060	17317	15843	15855	16269	-1,04
Pp1s367_9V6	5165	4812	5113	5643	4741	4332	-1,03
Pp1s3682_3V6	9422	9577	8852	9297	9223	8447	-1,03
Pp1s368_13V6	319	470	387	514	313	470	1,1
Pp1s368_14V6	1480	1228	1238	900	948	949	-1,41
Pp1s368_19V6	3842	3931	4186	3293	3714	3854	-1,1
Pp1s368_20V6	2684	2484	2632	3162	3175	3229	1,23
Pp1s368_21V6	3354	3668	3907	4089	4194	4426	1,16
Pp1s368_23V6	3555	4783	5262	5924	5179	3926	1,11
Pp1s368_2V6	68	54	50	64	30	37	-1,31
Pp1s368_36V6	16658	18998	19780	18340	18648	18145	-1,01
Pp1s368_3V6	12361	13176	11089	10522	9315	11205	-1,18
Pp1s368_42V6	5579	6676	5501	10619	10054	11269	1,8
Pp1s368_6V6	844	1121	1366	921	707	839	-1,35
Pp1s3696_2V6	39	51	45	49	45	42	1,01
Pp1s369_12V6	790	1108	1000	757	1255	1049	1,06
Pp1s369_13V6	183	145	146	116	253	130	1,05
Pp1s369_14V6	623	1046	659	448	398	439	-1,81
Pp1s369_15V6	104	88	49	189	116	84	1,61
Pp1s369_16V6	726	826	532	643	495	822	-1,06
Pp1s369_17V6	1657	2434	1235	1469	1277	2140	-1,09
Pp1s369_18V6	2025	1751	1837	1382	1461	1752	-1,22
Pp1s369_19V6	85	220	196	269	238	132	1,28
Pp1s369_21V6	47	55	73	79	104	60	1,39
Pp1s369_22V6	5133	4547	5897	5219	5360	5864	1,06
Pp1s369_23V6	715	805	901	725	571	500	-1,35
Pp1s369_24V6	2968	2609	2877	3426	3416	3096	1,18
Pp1s369_26V6	4935	5562	5769	5616	5441	5095	-1,01
Pp1s369_27V6	11456	13268	12031	9908	10008	9302	-1,26
Pp1s369_2V6	45	52	44	51	49	38	-1,02
Pp1s369_30V6	7525	7269	7105	7989	6995	7417	1,02
Pp1s369_31V6	92	94	84	74	96	127	1,1
Pp1s369_32V6	2578	1986	2255	1341	1835	1647	-1,41
Pp1s369_33V6	28	73	33	52	38	32	-1,1
Pp1s369_36V6	500	110	389	178	262	278	-1,39
Pp1s369_3V6	1711	1522	1324	1646	1534	1709	1,07
Pp1s369_41V6	73	66	74	56	43	45	-1,48
Pp1s369_4V6	1878	2290	1740	1744	1717	1516	-1,19
Pp1s369_5V6	1304	1221	1253	1247	1531	1357	1,09
Pp1s369_6V6	19238	18188	18795	17394	17660	18310	-1,05
Pp1s369_8V6	160	35	45	166	56	71	1,22
Pp1s36_100V6	4991	5786	5853	5224	5479	4946	-1,06
Pp1s36_101V6	3120	3151	3079	3105	3298	3697	1,08
Pp1s36_102V6	5873	6299	6384	6059	6341	5982	-1,01
Pp1s36_103V6	3433	3272	2830	3420	3196	3074	1,02
Pp1s36_104V6	1141	1281	952	1161	1215	1560	1,17
Pp1s36_106V6	111	39	45	33	65	35	-1,47
Pp1s36_107V6	56	92	55	94	97	64	1,26
Pp1s36_113V6	69	51	51	64	46	42	-1,13
Pp1s36_114V6	2903	2630	3438	3260	2874	3143	1,03
Pp1s36_115V6	67	38	39	85	76	106	1,85
Pp1s36_119V2	2346	2300	2627	2162	2523	1911	-1,1
Pp1s36_119V6	6252	6558	6855	6970	7162	7390	1,09
Pp1s36_11V6	48	46	100	59	49	48	-1,24
Pp1s36_120V6	161	128	89	148	107	111	-1,03
Pp1s36_121V6	67	33	56	30	35	39	-1,5
Pp1s36_128V6	1826	2173	1470	1940	1785	2169	1,08
Pp1s36_129V6	35	77	43	67	48	43	1,02
Pp1s36_12V6	6624	7513	7015	6009	5064	6995	-1,17
Pp1s36_130V6	31	46	99	44	72	108	1,27
Pp1s36_131V6	2130	1936	2479	2635	2984	3394	1,38
Pp1s36_132V6	6891	5411	8701	9564	10145	7740	1,31
Pp1s36_133V6	100	102	209	142	159	111	1
Pp1s36_134V6	53	198	85	254	185	127	1,68
Pp1s36_136V6	64	47	40	134	89	110	2,21
Pp1s36_137V6	7112	6217	7933	6669	6331	6105	-1,11
Pp1s36_138V6	3500	3357	2546	3584	4033	3707	1,2
Pp1s36_139V6	2181	3269	3018	3397	3403	3572	1,22
Pp1s36_13V6	80	35	40	31	41	31	-1,5
Pp1s36_143V6	40	29	34	48	34	26	1,05
Pp1s36_144V6	121	129	55	102	86	125	1,03
Pp1s36_149V6	84	88	71	72	65	60	-1,23
Pp1s36_150V2	4263	3965	3567	1811	1895	2582	-1,88
Pp1s36_150V6	2072	1858	1640	780	858	947	-2,15
Pp1s36_153V6	33	102	70	38	50	77	-1,24
Pp1s36_155V6	109	28	39	48	25	34	-1,64
Pp1s36_157V6	62	47	71	46	81	57	1,02
Pp1s36_158V6	10520	14220	12283	8451	7580	8365	-1,52
Pp1s36_159V6	1133	1338	1800	1438	2099	2019	1,3
Pp1s36_15V6	104	85	102	145	177	160	1,66
Pp1s36_160V6	35	37	42	65	63	42	1,49
Pp1s36_162V6	90	82	40	30	31	47	-1,96
Pp1s36_16V6	10615	9494	9701	8485	8205	9178	-1,15
Pp1s36_170V6	314	439	633	771	698	795	1,63
Pp1s36_171V6	31	40	46	58	46	42	1,25
Pp1s36_172V6	350	358	470	448	509	608	1,33
Pp1s36_174V6	5450	5564	5064	5851	6561	5463	1,11
Pp1s36_177V6	3106	4085	3165	2930	3714	3963	1,02
Pp1s36_178V6	547	691	773	462	523	553	-1,31
Pp1s36_179V6	215	235	132	227	239	164	1,08
Pp1s36_180V6	2545	2464	2464	2035	2046	2278	-1,18
Pp1s36_183V6	6657	6165	6659	6533	7225	6451	1,04
Pp1s36_192V6	5947	6619	6395	7377	7860	7202	1,18
Pp1s36_194V6	468	817	352	821	1038	656	1,54
Pp1s36_195V6	220	349	421	401	315	421	1,15
Pp1s36_196V6	2967	2287	2103	2103	2602	2684	1
Pp1s36_197V6	39	49	26	32	48	35	1,01
Pp1s36_198V6	47	56	31	40	41	37	-1,14
Pp1s36_19V6	1673	1671	1309	1371	1586	1399	-1,07
Pp1s36_1V2	39	76	64	55	39	64	-1,13
Pp1s36_1V6	7358	7094	8128	7118	5613	7530	-1,11
Pp1s36_201V6	126	191	218	220	197	216	1,18
Pp1s36_202V6	110	57	47	53	58	80	-1,12
Pp1s36_205V6	1876	2220	2857	2313	2753	2493	1,09
Pp1s36_206V6	4298	3967	4245	3402	3466	3696	-1,18
Pp1s36_207V6	6498	6425	6552	6795	6982	6930	1,06
Pp1s36_208V6	643	601	641	446	412	497	-1,39
Pp1s36_20V6	259	538	399	342	243	638	1,02
Pp1s36_214V6	22962	26469	22592	22351	21328	22071	-1,1
Pp1s36_216V6	1842	1310	1708	2135	1875	2119	1,26
Pp1s36_218V6	3902	4058	3671	5530	6702	4346	1,43
Pp1s36_219V6	1614	1399	1816	1598	1344	1561	-1,07
Pp1s36_220V6	9892	9036	9075	9120	9847	9498	1,02
Pp1s36_221V6	38	29	27	45	55	32	1,4
Pp1s36_225V6	5400	4612	6681	5331	5045	5587	-1,05
Pp1s36_227V6	2949	2436	3941	3880	5023	4130	1,4
Pp1s36_229V6	2163	2539	1738	2124	1890	1814	-1,11
Pp1s36_22V6	2754	2696	2880	2079	3114	1918	-1,17
Pp1s36_230V6	5322	4497	5375	5558	5584	5123	1,07
Pp1s36_232V6	97	36	191	113	105	88	-1,06
Pp1s36_233V6	311	89	128	145	121	199	-1,14
Pp1s36_234V6	15255	13348	12795	13124	13198	12272	-1,07
Pp1s36_235V6	64	56	73	50	32	32	-1,69
Pp1s36_236V6	3124	3128	3421	3335	3199	3256	1,01
Pp1s36_237V6	6293	5648	4605	5060	5895	6419	1,05
Pp1s36_238V6	941	368	653	687	513	556	-1,12
Pp1s36_242V6	5690	5448	6006	6423	6524	6376	1,13
Pp1s36_249V6	36	41	37	31	27	29	-1,31
Pp1s36_251V6	79	84	42	36	32	35	-1,99
Pp1s36_252V6	72	76	52	116	74	70	1,3
Pp1s36_253V6	11525	10804	15026	10316	9956	10160	-1,23
Pp1s36_254V6	2908	3098	2920	2843	2556	2670	-1,11
Pp1s36_255V6	2319	2317	1625	1369	1314	1372	-1,54
Pp1s36_256V6	1057	667	1017	427	516	570	-1,81
Pp1s36_257V6	4879	5734	4713	6782	7818	6995	1,41
Pp1s36_25V6	220	335	453	413	343	349	1,1
Pp1s36_260V6	31	81	51	49	45	35	-1,26
Pp1s36_261V6	16292	17782	16658	21746	23020	21237	1,3
Pp1s36_263V6	13014	13731	12872	12930	14049	12924	1,01
Pp1s36_265V6	82	69	45	112	95	89	1,51
Pp1s36_26V6	32	48	39	55	29	34	-1,01
Pp1s36_271V6	12692	12283	11932	11181	9798	10643	-1,17
Pp1s36_274V6	51	61	41	35	46	69	-1,02
Pp1s36_275V6	4420	3953	3863	3745	3889	4017	-1,05
Pp1s36_277V6	1829	1724	2217	1852	2104	1926	1,02
Pp1s36_27V6	460	258	666	662	708	702	1,5
Pp1s36_280V6	649	1072	438	588	381	570	-1,4
Pp1s36_283V6	447	503	664	654	541	482	1,04
Pp1s36_284V6	2036	2059	1350	1915	1658	1876	1
Pp1s36_285V6	42	47	44	38	30	45	-1,18
Pp1s36_286V6	2947	3090	2315	3359	3217	3000	1,15
Pp1s36_288V6	37	51	38	37	57	62	1,24
Pp1s36_289V6	1627	1898	1650	2012	2327	2103	1,24
Pp1s36_292V6	3279	2815	2276	2376	2549	2803	-1,08
Pp1s36_293V6	6374	7082	7411	6358	6099	4661	-1,22
Pp1s36_294V6	37758	36092	36159	39715	37970	33621	1,01
Pp1s36_295V2	7726	7518	6934	4040	3368	4125	-1,92
Pp1s36_295V6	5506	6025	5684	3320	2666	4563	-1,63
Pp1s36_296V6	6215	6387	6994	6051	5362	6736	-1,08
Pp1s36_297V6	578	107	233	227	153	143	-1,76
Pp1s36_298V6	4022	3714	3602	3756	3358	2948	-1,13
Pp1s36_299V6	7242	6763	7779	7587	7661	8635	1,1
Pp1s36_29V6	36	43	57	53	73	58	1,35
Pp1s36_2V6	6752	5903	6958	5729	5459	5539	-1,17
Pp1s36_301V6	407	445	314	322	538	368	1,05
Pp1s36_303V6	235	251	200	134	192	167	-1,39
Pp1s36_306V6	1772	2889	1748	2457	2095	2360	1,08
Pp1s36_309V6	253	204	170	487	496	407	2,22
Pp1s36_30V6	995	1207	1787	2088	1664	2169	1,48
Pp1s36_312V6	69	107	87	74	66	65	-1,28
Pp1s36_314V6	44	54	40	51	34	32	-1,18
Pp1s36_315V6	26	32	51	27	35	31	-1,17
Pp1s36_316V6	5921	6387	6048	5775	6412	6619	1,02
Pp1s36_317V6	20891	19342	18548	18219	20090	14780	-1,11
Pp1s36_318V6	671	845	745	530	539	711	-1,27
Pp1s36_319V6	826	1041	752	741	676	969	-1,1
Pp1s36_31V6	18220	16055	17345	17958	17182	15982	-1,01
Pp1s36_321V6	11969	12345	12382	10184	11374	11956	-1,09
Pp1s36_324V2	3345	3547	3426	3793	3512	3616	1,06
Pp1s36_324V6	92	105	165	95	101	114	-1,17
Pp1s36_325V6	1607	1782	1578	1653	1488	1619	-1,04
Pp1s36_327V6	3979	4391	3747	5164	3835	3563	1,04
Pp1s36_328V6	1620	1615	1165	1455	999	1345	-1,16
Pp1s36_329V6	2115	1670	1678	2526	2556	2369	1,36
Pp1s36_331V6	154	86	284	321	508	185	1,94
Pp1s36_334V6	2610	2577	3196	2597	2648	2357	-1,1
Pp1s36_335V6	644	579	828	799	827	1063	1,31
Pp1s36_336V6	959	744	742	999	885	975	1,17
Pp1s36_339V6	5260	6961	5984	5402	5555	5984	-1,07
Pp1s36_33V6	15321	13648	15189	14086	14515	14681	-1,02
Pp1s36_341V6	3341	3942	4946	5983	5192	5690	1,38
Pp1s36_342V6	299	570	260	321	338	356	-1,11
Pp1s36_343V6	57	86	59	97	47	119	1,3
Pp1s36_344V6	14739	12487	14958	13065	14148	13688	-1,03
Pp1s36_345V6	9611	10970	9970	15069	16053	14660	1,5
Pp1s36_347V6	3717	3367	3264	3084	3054	2942	-1,14
Pp1s36_348V6	10880	9527	10546	8251	9715	8498	-1,17
Pp1s36_350V6	9997	10760	10863	9652	10077	8970	-1,1
Pp1s36_353V6	7785	8430	6596	7455	5652	7044	-1,13
Pp1s36_356V6	23	30	35	29	37	29	1,08
Pp1s36_357V6	1159	1366	1556	1803	1596	1586	1,22
Pp1s36_358V6	3452	3625	3338	2695	2439	2884	-1,3
Pp1s36_35V6	1305	1368	1538	1179	959	1172	-1,27
Pp1s36_361V6	41	53	41	47	38	68	1,13
Pp1s36_362V6	36	50	62	48	38	42	-1,16
Pp1s36_37V6	3416	3489	2526	3717	3322	4073	1,18
Pp1s36_38V6	38	38	32	44	34	39	1,08
Pp1s36_39V2	10770	9784	10466	10510	9321	11569	1,01
Pp1s36_39V6	12080	11175	14167	14618	12934	14896	1,13
Pp1s36_3V6	14199	14634	15823	14870	14704	15286	1
Pp1s36_40V6	1217	1027	1420	1215	1379	1345	1,08
Pp1s36_41V6	871	766	796	678	740	680	-1,16
Pp1s36_43V6	1211	1354	1148	905	960	1095	-1,25
Pp1s36_44V6	198	170	184	152	352	179	1,24
Pp1s36_45V6	82	87	50	125	94	65	1,3
Pp1s36_50V6	44	64	27	27	46	51	-1,09
Pp1s36_51V6	7807	7330	7975	7893	6461	6592	-1,1
Pp1s36_55V6	5549	6419	6151	4699	4523	5097	-1,27
Pp1s36_56V6	370	254	216	174	168	132	-1,77
Pp1s36_58V6	2950	2772	2940	2975	2818	2474	-1,05
Pp1s36_5V6	409	573	607	735	608	622	1,24
Pp1s36_60V6	54	109	126	66	116	127	1,07
Pp1s36_62V6	7516	6869	8587	8765	9887	7504	1,14
Pp1s36_64V6	257	721	1098	791	1019	928	1,32
Pp1s36_67V6	34	41	63	53	46	46	1,05
Pp1s36_68V6	10421	9306	12098	11341	11864	11330	1,09
Pp1s36_76V6	58	32	37	40	183	49	2,14
Pp1s36_7V6	41	27	32	32	27	30	-1,12
Pp1s36_81V6	73	84	78	106	120	98	1,38
Pp1s36_84V6	34655	33245	30957	34876	33542	32129	1,02
Pp1s36_86V6	2450	2231	2124	1975	1975	2030	-1,14
Pp1s36_87V6	809	989	788	899	1010	986	1,12
Pp1s36_90V6	49	38	37	79	52	68	1,6
Pp1s36_93V6	24	51	25	28	30	35	-1,08
Pp1s36_94V6	5245	5156	4640	5240	5220	4702	1,01
Pp1s36_96V6	1252	1204	1232	1369	1401	1386	1,13
Pp1s36_98V6	5837	6726	6164	6463	6342	5740	-1,01
Pp1s36_9V6	1719	2124	1505	1870	1341	1682	-1,09
Pp1s370_10V6	31	35	43	36	34	41	1,02
Pp1s370_15V6	2160	2207	1977	1381	1779	1427	-1,38
Pp1s370_16V6	6103	6481	4819	5463	5654	5399	-1,05
Pp1s370_18V6	4815	5783	5241	4390	5508	4484	-1,1
Pp1s370_20V6	34	26	39	51	57	57	1,67
Pp1s370_22V6	39	29	40	38	38	65	1,31
Pp1s370_23V6	457	647	725	582	509	394	-1,23
Pp1s370_24V6	1515	1965	1764	1531	1797	1777	-1,03
Pp1s370_25V6	33	69	39	45	45	36	-1,12
Pp1s370_28V6	44	63	35	68	46	55	1,19
Pp1s370_29V6	4079	1688	3704	2096	1885	3005	-1,36
Pp1s370_30V6	5862	5870	7008	7962	7872	8510	1,3
Pp1s370_31V6	59	102	251	97	77	82	-1,61
Pp1s370_33V6	1239	1158	1164	1101	1072	1133	-1,08
Pp1s370_34V6	54	28	42	40	30	34	-1,19
Pp1s370_37V6	3746	3650	3321	3775	3470	4143	1,06
Pp1s370_39V6	75	41	59	51	54	36	-1,24
Pp1s370_45V6	3622	2501	3088	4263	3966	3358	1,26
Pp1s370_47V6	54	35	34	30	52	52	1,09
Pp1s370_49V6	112	59	92	53	58	45	-1,69
Pp1s370_50V6	47	51	28	28	51	27	-1,19
Pp1s370_51V6	62	77	49	33	45	92	-1,11
Pp1s370_52V6	1320	270	1683	576	502	617	-1,93
Pp1s370_53V6	4383	4073	4085	4734	5513	4517	1,18
Pp1s370_56V6	364	338	496	318	312	409	-1,15
Pp1s370_59V6	3576	3719	3655	4115	3791	4226	1,11
Pp1s370_5V6	117	35	40	97	72	68	1,23
Pp1s370_60V6	6398	7332	7427	5911	5523	5151	-1,28
Pp1s370_61V6	8564	9993	9532	11193	9262	10124	1,09
Pp1s370_63V6	873	1018	1317	705	484	679	-1,72
Pp1s370_67V6	9387	8808	9824	13563	11827	11359	1,31
Pp1s370_68V6	36	53	56	38	39	46	-1,18
Pp1s370_69V6	5743	5002	5290	5559	5320	5144	-1
Pp1s370_6V6	3800	4153	5021	4080	3429	3605	-1,17
Pp1s370_8V6	2367	1656	1635	2448	2037	2834	1,29
Pp1s3719_1V6	37	38	51	44	48	89	1,44
Pp1s3719_3V6	48	34	137	68	47	54	-1,3
Pp1s371_10V6	873	871	677	614	670	642	-1,26
Pp1s371_13V6	2526	2309	2288	2302	2405	1831	-1,09
Pp1s371_16V6	960	1231	1030	1089	973	922	-1,08
Pp1s371_17V6	966	878	626	769	653	714	-1,16
Pp1s371_1V6	1088	2044	1875	1448	2063	1822	1,07
Pp1s371_21V6	63	52	70	53	39	51	-1,29
Pp1s371_24V6	6623	5883	6727	6950	6406	6233	1,02
Pp1s371_25V6	6781	7611	7579	6803	5905	5864	-1,18
Pp1s371_26V6	2799	2538	2710	2800	2683	3234	1,08
Pp1s371_27V6	20950	19218	21502	18835	19217	18699	-1,09
Pp1s371_2V6	2478	2590	2907	3090	2940	3133	1,15
Pp1s371_31V6	6030	6272	6250	5664	5598	4950	-1,14
Pp1s371_32V6	1769	2017	1571	1823	1264	1775	-1,1
Pp1s371_33V6	3507	3359	3051	3674	3543	3239	1,05
Pp1s371_34V6	13825	13486	15582	15685	13905	16105	1,07
Pp1s371_37V6	3424	4580	5229	4190	3915	4854	-1,02
Pp1s371_38V6	59	62	60	74	52	58	1,02
Pp1s371_39V6	63	51	67	49	38	46	-1,36
Pp1s371_40V6	445	506	809	423	477	573	-1,19
Pp1s371_43V6	3383	3375	3563	3526	3608	4075	1,09
Pp1s371_45V6	100	44	102	52	54	96	-1,22
Pp1s371_46V6	284	209	164	144	163	165	-1,39
Pp1s371_48V6	4528	3833	4795	4058	3530	4806	-1,06
Pp1s371_50V6	780	837	1091	876	868	753	-1,08
Pp1s371_53V6	10339	10965	11921	10396	10857	9985	-1,06
Pp1s371_55V6	50	53	52	110	66	99	1,77
Pp1s371_56V6	132	180	273	225	255	346	1,41
Pp1s371_62V6	8918	8960	10404	11409	10025	13679	1,24
Pp1s371_63V6	58	63	41	213	184	209	3,74
Pp1s371_69V6	441	515	438	442	432	474	-1,03
Pp1s371_6V6	76	64	33	78	88	141	1,77
Pp1s371_8V6	115	141	39	31	47	26	-2,84
Pp1s371_9V6	12554	13571	14326	13395	14912	13909	1,04
Pp1s372_10V6	6171	5577	5337	5548	5922	5064	-1,03
Pp1s372_11V6	44	54	71	50	40	32	-1,39
Pp1s372_13V6	50	106	212	148	132	72	-1,05
Pp1s372_14V6	16017	15827	15988	16180	15863	16053	1,01
Pp1s372_16V6	7723	6999	9392	8493	8028	7494	-1
Pp1s372_18V6	2710	2830	2416	2985	2714	2780	1,07
Pp1s372_19V6	11088	11116	11998	11439	11222	11651	1
Pp1s372_1V6	1348	1605	1383	1462	1630	1298	1,01
Pp1s372_20V6	40	25	42	42	36	26	-1,03
Pp1s372_21V6	31	28	33	34	20	19	-1,26
Pp1s372_24V6	31	37	38	33	59	49	1,33
Pp1s372_25V6	16298	17432	18867	18559	16910	15629	-1,03
Pp1s372_26V6	3335	4236	4098	4061	4065	4945	1,12
Pp1s372_27V6	201	146	101	232	151	182	1,26
Pp1s372_28V6	385	466	521	246	416	293	-1,44
Pp1s372_29V6	1926	2283	2196	2440	2339	2606	1,15
Pp1s372_2V6	36815	32833	33107	31995	32824	33557	-1,04
Pp1s372_30V6	42	53	56	36	47	60	-1,06
Pp1s372_31V6	38	28	33	52	41	57	1,52
Pp1s372_32V6	3339	2742	3378	3003	3020	3065	-1,04
Pp1s372_34V6	41	42	35	39	36	39	-1,04
Pp1s372_35V6	812	830	536	904	608	462	-1,1
Pp1s372_36V6	23667	25008	25074	22689	24185	18886	-1,12
Pp1s372_37V6	46	42	57	82	90	67	1,65
Pp1s372_38V6	15004	14535	13299	14045	14271	13461	-1,03
Pp1s372_41V6	51	24	39	71	62	41	1,53
Pp1s372_48V6	11891	11340	10644	12157	11420	13741	1,1
Pp1s372_4V6	298	159	545	377	413	305	1,09
Pp1s372_51V6	3234	4073	3037	3042	3239	3748	-1,03
Pp1s372_54V6	1386	1509	1697	1249	1198	1025	-1,32
Pp1s372_55V6	137	141	188	136	136	215	1,05
Pp1s372_57V6	16188	13658	15065	15234	14827	15088	1,01
Pp1s372_5V6	152	77	89	110	212	220	1,7
Pp1s372_60V6	6647	6753	7189	7166	6530	7214	1,02
Pp1s372_61V6	174	223	187	152	93	151	-1,47
Pp1s372_62V6	18876	21779	16451	19189	17345	18127	-1,04
Pp1s372_7V6	10811	12113	9877	11247	10317	10980	-1,01
Pp1s372_8V6	1147	1752	1519	1885	1676	1557	1,16
Pp1s372_9V6	64	51	65	90	76	67	1,29
Pp1s3731_1V6	81	47	75	54	44	40	-1,47
Pp1s373_11V6	4668	4389	5021	5397	5574	5389	1,16
Pp1s373_13V6	7989	7337	6970	6534	6993	6714	-1,1
Pp1s373_14V6	10873	10989	11269	12246	12933	13969	1,18
Pp1s373_15V6	17372	15780	16194	14953	16038	18727	1,01
Pp1s373_16V6	3013	2472	2904	2596	2647	2543	-1,08
Pp1s373_18V6	3522	3611	4311	2677	3482	2755	-1,28
Pp1s373_19V6	69	45	141	114	106	151	1,45
Pp1s373_1V6	5377	6089	6376	6507	6641	6065	1,08
Pp1s373_21V6	28	39	33	35	30	42	1,07
Pp1s373_22V6	73	46	66	67	52	45	-1,13
Pp1s373_23V6	2105	2629	2279	2099	1617	1948	-1,24
Pp1s373_25V6	2746	2389	2262	3508	3497	3523	1,42
Pp1s373_28V6	698	493	466	1497	1589	1420	2,72
Pp1s373_29V6	14804	14276	10508	11078	11427	13409	-1,1
Pp1s373_2V6	36	34	47	71	40	36	1,26
Pp1s373_33V6	45	25	41	32	51	25	-1,03
Pp1s373_34V6	5972	6590	4368	5641	5385	7227	1,08
Pp1s373_35V6	433	528	440	702	552	547	1,29
Pp1s373_37V6	16630	17381	17973	18760	18563	17258	1,05
Pp1s373_38V6	3834	4573	4306	4139	4092	3737	-1,06
Pp1s373_39V6	1858	2301	1842	1912	1727	1892	-1,08
Pp1s373_40V6	285	441	356	510	301	474	1,19
Pp1s373_41V6	400	459	406	635	485	530	1,3
Pp1s373_42V6	11970	8437	8565	9119	7937	6039	-1,25
Pp1s373_43V6	4482	4617	5060	5054	4815	5651	1,1
Pp1s373_44V6	152	175	155	349	357	151	1,78
Pp1s373_47V6	2851	2928	3125	2177	2142	2106	-1,39
Pp1s373_7V6	53	37	56	55	65	43	1,12
Pp1s374_10V6	22547	23074	24303	23414	24270	20469	-1,03
Pp1s374_11V6	100	71	88	70	69	65	-1,27
Pp1s374_18V6	94	289	151	296	354	255	1,69
Pp1s374_22V6	110	262	146	190	255	228	1,3
Pp1s374_25V6	45	35	34	123	211	92	3,74
Pp1s374_26V6	59	168	193	988	2002	1211	10
Pp1s374_32V6	7183	9468	8603	9962	8780	9209	1,11
Pp1s374_35V6	6963	6327	7515	5868	7489	7467	1
Pp1s374_36V6	2203	1987	2112	1740	1935	2065	-1,1
Pp1s374_37V6	4690	4481	4480	7393	7232	7907	1,65
Pp1s374_38V6	1933	2390	2311	2639	2683	1975	1,1
Pp1s374_42V6	24377	23522	25770	20446	18978	19533	-1,25
Pp1s374_45V6	89	133	154	157	197	163	1,38
Pp1s374_47V6	240	165	621	455	379	315	1,12
Pp1s374_49V6	6627	5787	6813	6822	6273	6862	1,04
Pp1s374_50V2	25878	24025	23223	24769	23658	21868	-1,04
Pp1s374_50V6	46018	45249	44421	44885	45234	43741	-1,01
Pp1s374_5V6	11033	10432	12142	12295	13148	11663	1,1
Pp1s374_6V6	13687	14204	13905	12484	13488	13367	-1,06
Pp1s375_10V6	28841	27466	27361	27298	26468	24795	-1,07
Pp1s375_12V6	259	237	397	292	336	352	1,1
Pp1s375_13V6	4824	4973	4262	2849	3073	3501	-1,49
Pp1s375_14V6	5660	5688	5856	8289	8714	8975	1,51
Pp1s375_16V6	1164	913	475	696	1153	618	-1,03
Pp1s375_19V6	58	70	68	64	60	51	-1,12
Pp1s375_1V2	2141	1905	2575	2103	2678	2467	1,09
Pp1s375_1V6	2488	2864	3429	3823	3737	3932	1,31
Pp1s375_22V6	39	214	81	68	73	67	-1,61
Pp1s375_23V6	1190	1375	1283	1723	1702	1846	1,37
Pp1s375_26V6	34	95	57	49	46	54	-1,25
Pp1s375_27V6	2734	2221	2440	2030	1559	2255	-1,27
Pp1s375_28V6	589	754	391	621	609	669	1,1
Pp1s375_2V6	33	46	46	70	56	51	1,42
Pp1s375_30V6	2738	2953	2685	3313	2938	2331	1,02
Pp1s375_32V6	2086	2173	2109	2920	2497	2521	1,25
Pp1s375_35V6	24536	25447	24460	24991	28398	27056	1,08
Pp1s375_36V6	1195	1294	1006	1075	1134	1134	-1,05
Pp1s375_3V6	70	73	46	88	59	52	1,05
Pp1s375_42V6	169	148	57	57	39	48	-2,6
Pp1s375_46V6	593	734	759	909	759	957	1,26
Pp1s375_51V6	55	56	48	34	37	122	1,21
Pp1s375_54V6	5790	4863	5817	4327	3976	4997	-1,24
Pp1s375_55V6	6168	6948	5864	6050	5881	7265	1,01
Pp1s375_5V6	261	229	163	225	228	368	1,26
Pp1s3765_1V6	61	38	61	52	35	37	-1,29
Pp1s376_10V6	1202	839	727	901	891	1182	1,07
Pp1s376_11V6	321	76	260	247	360	159	1,17
Pp1s376_15V6	44	41	39	37	28	45	-1,13
Pp1s376_16V6	102	75	53	73	90	87	1,09
Pp1s376_18V6	38	49	45	48	101	69	1,65
Pp1s376_19V6	34	49	32	31	26	33	-1,28
Pp1s376_22V6	3469	3461	3274	3562	3891	2669	-1,01
Pp1s376_23V6	43	43	73	60	48	75	1,15
Pp1s376_24V6	42	135	53	45	75	74	-1,19
Pp1s376_26V6	1878	1900	2244	2949	3243	2714	1,48
Pp1s376_29V6	77	64	72	47	56	50	-1,39
Pp1s376_2V6	2952	2962	3687	3431	3160	3322	1,03
Pp1s376_30V6	42	90	48	93	90	120	1,68
Pp1s376_31V6	16836	16494	19251	17996	17411	19162	1,04
Pp1s376_32V6	14057	14675	11238	12378	11613	12275	-1,1
Pp1s376_33V6	3787	2967	3954	3377	4052	4482	1,11
Pp1s376_34V6	3868	3759	5108	7038	6663	7289	1,65
Pp1s376_35V6	278	45	40	119	204	261	1,61
Pp1s376_36V6	2244	2848	3118	4028	3244	3406	1,3
Pp1s376_39V6	40	50	85	72	55	67	1,11
Pp1s376_3V6	2696	2699	2658	2856	3009	3172	1,12
Pp1s376_42V6	215	263	398	450	197	353	1,14
Pp1s376_43V6	57	70	52	79	107	56	1,35
Pp1s376_45V6	3298	3023	3552	2894	3403	3516	-1,01
Pp1s376_46V6	2811	2953	3525	3500	3086	2485	-1,02
Pp1s376_48V6	30008	32895	38579	34392	34775	32581	1
Pp1s376_49V6	8445	9630	8984	10157	9698	10269	1,11
Pp1s376_4V6	3742	4739	5380	4026	3524	4449	-1,16
Pp1s376_50V6	40	66	65	72	52	80	1,19
Pp1s376_51V6	44	50	44	55	53	55	1,18
Pp1s376_53V6	2919	3460	3101	3191	3379	3581	1,07
Pp1s376_54V6	57	36	33	47	64	68	1,42
