probe_set	wt_a	wt_b	wt_c	baseline mean	baseline mean's SE	ko_a	ko_b	ko_c	experiment mean	experiment mean's SE	fold change	lower bound of FC	upper bound of FC
Pp1s93_126V6__1	17965	18044	16606	17538,33	466,72	20329	19059	19982	19790	378,98	1,13	1,07	1,19
Pp1s93_128V6__1	64	52	39	51,67	7,22	49	50	33	44	5,51	-1,17	-0,85	-1,6
Pp1s93_12V6__1	1958	2314	2582	2284,67	180,73	1918	2061	2161	2046,67	70,51	-1,12	-0,96	-1,28
Pp1s93_131V6__1	4803	4899	4483	4728,33	125,76	3848	3728	4739	4105	318,89	-1,15	-1,01	-1,33
Pp1s93_132V6__1	38	43	52	44,33	4,1	57	148	34	79,67	34,81	1,8	0,5	3,18
Pp1s93_135V6__1	46	214	35	98,33	57,92	47	36	45	42,67	3,38	-2,3	-0,07	-4,62
Pp1s93_136V6__1	12630	11624	11439	11897,67	370,04	12483	11288	13157	12309,33	546,48	1,03	0,94	1,13
Pp1s93_138V6__1	3845	4072	4592	4169,67	221,1	4041	3839	3974	3951,33	59,4	-1,06	-0,96	-1,15
Pp1s93_140V6__1	6010	4427	6237	5558	569,28	6777	7601	7675	7351	287,79	1,32	1,12	1,61
Pp1s93_141V6__1	46	48	29	41	6,03	62	30	63	51,67	10,84	1,26	0,79	1,89
Pp1s93_143V6__1	36	49	43	42,67	3,76	49	37	38	41,33	3,84	-1,03	-0,84	-1,28
Pp1s93_144V6__1	1843	1724	1495	1687,33	102,12	1627	1405	1618	1550	72,55	-1,09	-0,96	-1,23
Pp1s93_148V6__1	5092	4605	5109	4935,33	165,24	4972	5079	4904	4985	50,93	1,01	0,95	1,07
Pp1s93_14V6__1	96	40	55	63,67	16,74	61	46	72	59,67	7,54	-1,07	-0,59	-1,64
Pp1s93_150V6__1	118	51	76	81,67	19,55	47	72	89	69,33	12,2	-1,18	-0,67	-1,9
Pp1s93_151V6__1	238	200	322	253,33	36,04	246	218	261	241,67	12,6	-1,05	-0,79	-1,32
Pp1s93_152V6__1	2846	2709	3055	2870	100,6	2081	1885	1746	1904	97,17	-1,51	-1,36	-1,67
Pp1s93_153V6__1	61	172	34	89	42,23	29	38	108	58,33	24,97	-1,53	-0,31	-5,74
Pp1s93_154V6__1	79	31	39	49,67	14,85	90	48	35	57,67	16,6	1,16	0,55	2,51
Pp1s93_156V6__1	49	42	58	49,67	4,63	66	46	48	53,33	6,36	1,07	0,83	1,37
Pp1s93_157V6__1	1570	1802	1234	1535,33	164,88	2042	1453	1588	1694,33	178,15	1,1	0,86	1,42
Pp1s93_158V6__1	21512	19003	18893	19802,67	855,26	22015	21013	23251	22093	647,23	1,12	1,03	1,22
Pp1s93_159V6__1	85	52	83	73,33	10,68	48	43	36	42,33	3,48	-1,73	-1,28	-2,25
Pp1s93_15V6__1	118	50	112	93,33	21,74	71	75	74	73,33	1,2	-1,27	-0,78	-1,76
Pp1s93_161V6__1	10944	11023	11886	11284,33	301,7	9785	9203	10482	9823,33	369,71	-1,15	-1,07	-1,24
Pp1s93_163V6__1	884	1035	1521	1146,67	192,18	1381	1082	1079	1180,67	100,17	1,03	0,77	1,46
Pp1s93_164V6__1	1332	897	2109	1446	354,49	1102	846	899	949	78,01	-1,52	-0,9	-2,21
Pp1s93_165V6__1	3391	3366	3103	3286,67	92,12	2580	2499	2501	2526,67	26,67	-1,3	-1,24	-1,37
Pp1s93_173V6__1	4261	4326	3978	4188,33	106,83	1783	1859	2306	1982,67	163,15	-2,11	-1,85	-2,46
Pp1s93_176V6__1	33	52	46	43,67	5,61	41	39	52	44	4,04	1,01	0,78	1,33
Pp1s93_177V6__1	3191	3303	3256	3250	32,47	3135	3096	3200	3143,67	30,33	-1,03	-1,01	-1,06
Pp1s93_178V6__1	12151	12419	12190	12253,33	83,59	13072	12061	11563	12232	443,92	-1	-0,94	-1,07
Pp1s93_182V6__1	386	545	382	437,67	53,68	413	489	370	424	34,79	-1,03	-0,8	-1,3
Pp1s93_184V6__1	15388	15600	15977	15655	172,24	15817	16989	16389	16398,33	338,36	1,05	1,01	1,09
Pp1s93_186V6__1	22	57	36	38,33	10,17	26	31	33	30	2,08	-1,28	-0,71	-1,88
Pp1s93_188V6__1	86	59	109	84,67	14,45	68	65	71	68	1,73	-1,25	-0,89	-1,6
Pp1s93_18V6__1	1788	2300	1902	1996,67	155,2	1767	2038	1966	1923,67	81,04	-1,04	-0,89	-1,19
Pp1s93_190V6__1	43	51	46	46,67	2,33	89	49	53	63,67	12,72	1,36	0,91	1,84
Pp1s93_191V6__1	315	282	442	346,33	48,77	288	612	434	444,67	93,68	1,28	0,8	1,91
Pp1s93_192V6__1	1792	1530	1707	1676,33	77,17	2052	1638	2031	1907	134,64	1,14	0,99	1,3
Pp1s93_22V6__1	52	30	43	41,67	6,39	43	41	46	43,33	1,45	1,04	0,82	1,4
Pp1s93_26V6__1	8654	8997	11297	9649,33	829,76	10306	9836	8870	9670,67	422,7	1	0,86	1,18
Pp1s93_2V6__1	45	28	43	38,67	5,36	35	48	35	39,33	4,33	1,02	0,76	1,38
Pp1s93_30V6__1	104	42	44	63,33	20,34	49	32	60	47	8,14	-1,35	-0,61	-2,32
Pp1s93_31V6__1	47	43	70	53,33	8,41	68	42	31	47	10,97	-1,13	-0,73	-1,93
Pp1s93_32V6__1	285	212	118	205	48,34	211	145	298	218	44,31	1,06	0,63	1,87
Pp1s93_33V6__1	5996	6881	5889	6255,33	314,35	6441	6735	7201	6792,33	221,26	1,09	0,99	1,2
Pp1s93_45V6__1	2838	3570	3221	3209,67	211,39	2476	2385	2641	2500,67	74,92	-1,28	-1,13	-1,44
Pp1s93_47V6__1	46	72	48	55,33	8,35	42	45	41	42,67	1,2	-1,3	-0,97	-1,63
Pp1s93_48V6__1	8701	9845	10545	9697	537,44	20420	17144	20202	19255,33	1057,54	1,99	1,75	2,26
Pp1s93_49V6__1	31	53	141	75	33,61	79	64	51	64,67	8,09	-1,16	-0,3	-2,12
Pp1s93_4V6__1	113	88	174	125	25,54	199	65	198	154	44,5	1,23	0,61	2,17
Pp1s93_52V6__1	3156	3538	3325	3339,67	110,52	3035	2561	2734	2776,67	138,49	-1,2	-1,09	-1,33
Pp1s93_53V6__1	91	91	50	77,33	13,67	121	96	72	96,33	14,15	1,25	0,86	1,87
Pp1s93_54V6__1	23	76	35	44,67	16,05	39	23	25	29	5,03	-1,54	-0,61	-2,74
Pp1s93_56V6__1	15100	16877	13363	15113,33	1014,43	17070	11793	16217	15026,67	1635,48	-1,01	-0,82	-1,26
Pp1s93_57V6__1	3504	4232	3502	3746	243	3304	3665	3337	3435,33	115,23	-1,09	-0,96	-1,22
Pp1s93_58V6__1	892	1006	625	841	112,9	958	700	1076	911,33	111,02	1,08	0,8	1,48
Pp1s93_59V6__1	2383	2976	1643	2334	385,58	1691	2429	1870	1996,67	222,26	-1,17	-0,82	-1,6
Pp1s93_5V6__1	823	738	794	785	24,95	526	644	907	692,33	112,61	-1,13	-0,89	-1,55
Pp1s93_60V6__1	2944	3542	2650	3045,33	262,44	1692	2236	2657	2195	279,32	-1,39	-1,09	-1,82
Pp1s93_63V6__1	37	63	73	57,67	10,73	55	56	61	57,33	1,86	-1,01	-0,7	-1,32
Pp1s93_64V2__1	670	611	878	719,67	80,98	608	880	720	736	78,93	1,02	0,79	1,33
Pp1s93_64V6__1	934	807	1143	961,33	97,95	849	832	1028	903	62,69	-1,06	-0,86	-1,3
Pp1s93_65V6__1	1934	1873	1926	1911	19,14	2420	2087	1999	2168,67	128,21	1,13	1,02	1,25
Pp1s93_66V6__1	1202	2074	1309	1528,33	274,58	1653	1458	1646	1585,67	63,87	1,04	0,79	1,48
Pp1s93_67V6__1	6036	5355	6154	5848,33	249,01	6271	5709	5344	5774,67	269,61	-1,01	-0,91	-1,12
Pp1s93_68V6__1	73	48	84	68,33	10,65	137	119	72	109,33	19,38	1,6	1,06	2,36
Pp1s93_69V6__1	1185	1309	1588	1360,67	119,17	1099	1844	1730	1557,67	231,68	1,14	0,84	1,5
Pp1s93_70V6__1	2742	2836	2791	2789,67	27,14	1874	2740	2047	2220,33	264,59	-1,26	-1,05	-1,56
Pp1s93_71V6__1	222	770	492	494,67	158,2	443	657	385	495	82,71	1	0,59	2,18
Pp1s93_72V6__1	1697	2146	2194	2012,33	158,27	1694	1845	2034	1857,67	98,35	-1,08	-0,92	-1,26
Pp1s93_73V6__1	27288	25387	28372	27015,67	872,39	27230	27913	24695	26612,67	978,9	-1,02	-0,94	-1,1
Pp1s93_74V6__1	6306	5753	5440	5833	253,17	5963	5358	5421	5580,67	192,03	-1,05	-0,95	-1,14
Pp1s93_76V6__1	1413	1235	1188	1278,67	68,52	908	1128	1233	1089,67	95,76	-1,17	-1	-1,4
Pp1s93_77V6__1	2138	2267	2544	2316,33	119,77	3223	3613	3436	3424	112,74	1,48	1,34	1,64
Pp1s93_80V6__1	44	43	52	46,33	2,85	113	123	60	98,67	19,55	2,13	1,42	2,88
Pp1s93_81V6__1	4785	4444	4683	4637,33	101,05	5306	5321	5350	5325,67	12,91	1,15	1,11	1,19
Pp1s93_83V6__1	96	42	131	89,67	25,89	39	75	125	79,67	24,94	-1,13	-0,53	-2,54
Pp1s93_85V6__1	85	65	78	76	5,86	70	101	48	73	15,37	-1,04	-0,75	-1,62
Pp1s93_86V6__1	24909	25539	25890	25446	286,98	26803	28742	30323	28622,67	1017,89	1,12	1,06	1,19
Pp1s93_89V6__1	1892	1825	1768	1828,33	35,83	1979	2076	2007	2020,67	28,82	1,11	1,06	1,15
Pp1s93_90V6__1	3981	4569	4220	4256,67	170,73	5399	5118	5725	5414	175,39	1,27	1,17	1,39
Pp1s93_96V2__1	2303	2281	2183	2255,67	36,88	2027	2474	2278	2259,67	129,36	1	0,9	1,1
Pp1s93_96V6__1	5901	5537	4432	5290	441,68	5532	4964	5680	5392	218,22	1,02	0,88	1,2
Pp1s93_98V6__1	2167	2151	2295	2204,33	45,57	1272	1296	1321	1296,33	14,15	-1,7	-1,64	-1,77
Pp1s93_99V6__1	68	64	82	71,33	5,46	75	52	65	64	6,66	-1,11	-0,91	-1,39
Pp1s93_9V6__1	25	72	67	54,67	14,9	62	32	37	43,67	9,28	-1,25	-0,65	-2,21
Pp1s941_1V6__1	50	43	37	43,33	3,76	36	33	36	35	1	-1,24	-1,05	-1,43
Pp1s9463_1V6__1	48	32	57	45,67	7,31	49	44	33	42	4,73	-1,09	-0,77	-1,48
Pp1s9470_1V6__1	64	46	48	52,67	5,7	43	52	43	46	3	-1,14	-0,92	-1,4
Pp1s9485_1V6__1	30	47	55	44	7,37	40	43	37	40	1,73	-1,1	-0,79	-1,42
Pp1s9495_1V6__1	46	87	30	54,33	16,97	45	64	33	47,33	9,02	-1,15	-0,53	-2,01
Pp1s94_101V6__1	302	494	292	362,67	65,73	319	401	319	346,33	27,33	-1,05	-0,72	-1,41
Pp1s94_102V6__1	64	55	52	57	3,61	25	30	33	29,33	2,33	-1,94	-1,65	-2,31
Pp1s94_105V6__1	3177	3459	3380	3338,67	83,99	2184	2231	2582	2332,33	125,57	-1,43	-1,3	-1,58
Pp1s94_106V6__1	5530	6701	6318	6183	344,71	6006	6491	6600	6365,67	182,57	1,03	0,93	1,15
Pp1s94_108V6__1	53	66	29	49,33	10,84	50	51	34	45	5,51	-1,1	-0,68	-1,61
Pp1s94_113V6__1	16652	16303	14601	15852	633,56	15623	13648	18141	15804	1300,17	-1	-0,87	-1,18
Pp1s94_114V6__1	3316	3745	3089	3383,33	192,34	3939	3479	3630	3682,67	135,38	1,09	0,98	1,22
Pp1s94_117V6__1	7119	6402	7236	6919	260,7	7660	7947	7844	7817	83,94	1,13	1,06	1,21
Pp1s94_119V6__1	33	29	37	33	2,31	55	26	37	39,33	8,45	1,19	0,76	1,65
Pp1s94_120V6__1	1538	1601	1636	1591,67	28,67	1386	1466	1580	1477,33	56,29	-1,08	-1,01	-1,16
Pp1s94_121V6__1	269	581	363	404,33	92,41	373	437	258	356	52,37	-1,14	-0,68	-1,73
Pp1s94_122V6__1	775	1164	648	862,33	155,22	933	875	1079	962,33	60,69	1,12	0,84	1,61
Pp1s94_124V6__1	72	94	73	79,67	7,17	94	86	65	81,67	8,65	1,03	0,81	1,29
Pp1s94_128V6__1	47	74	24	48,33	14,45	57	58	50	55	2,52	1,14	0,76	2,25
Pp1s94_129V6__1	154	34	55	81	37	223	158	160	180,33	21,34	2,23	1,22	9,01
Pp1s94_130V6__1	43	40	70	51	9,54	87	71	130	96	17,62	1,88	1,2	2,95
Pp1s94_131V6__1	299	453	289	347	53,08	287	217	287	263,67	23,33	-1,32	-0,96	-1,73
Pp1s94_133V6__1	14755	12591	13952	13766	631,58	11426	10883	12154	11487,67	368,2	-1,2	-1,09	-1,31
Pp1s94_136V6__1	107	52	44	67,67	19,8	50	36	40	42	4,16	-1,61	-0,82	-2,49
Pp1s94_146V6__1	49	59	39	49	5,77	38	45	38	40,33	2,33	-1,21	-0,96	-1,49
